stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio Projects\TrabalhoCPC\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.10445] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.10447] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.10450] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10453] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10457] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10462] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10466] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10469] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10472] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10477] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10479] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10482] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10484] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10488] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10492] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10494] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10496] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10500] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10502] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10504] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10506] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10509] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10511] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10513] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10515] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10518] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10520] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10523] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10525] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10528] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10530] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10532] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10534] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10537] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10539] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10541] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10543] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10546] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10548] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10550] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10552] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10555] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10557] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10559] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10562] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10564] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10566] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10569] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10571] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10573] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10575] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10578] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10580] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10582] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10584] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10587] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10589] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10591] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10593] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10596] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10598] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10600] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10603] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10605] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10608] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10613] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10615] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10620] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10623] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10626] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10628] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10630] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10632] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10635] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10637] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.10639] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10641] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10644] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10646] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10648] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.10650] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.10653] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.10660] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.10684] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.10689] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.13421] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.15232] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.15240] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.15248] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.15255] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.15259] Returning d3d_display: 0000027BB24EB0F0
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.15262] al_display=0000027BB24EB0F0
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.15265] al_display->vt=0000027BB251A350
system   D            wsystem.c:834  maybe_parent_dir                 [   0.15288] Also searching E:\Visual Studio Projects\TrabalhoCPC\x64\
system   D            wsystem.c:889  _al_win_safe_load_library        [   0.15312] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:795  load_library_at_path             [   0.15315] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:798  load_library_at_path             [   0.15356] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.15360] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.15555] added dtor for bitmap 0000027BB2535890, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.15635] added dtor for bitmap 0000027BB71CAD90, func 00007FF8D514118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15987] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.15997] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16000] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16002] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16004] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16006] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16008] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16010] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.16012] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.16014] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.16016] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.16018] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.16021] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.16049] added dtor for bitmap 0000027BB71E4DF0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16094] added dtor for sub_bitmap 0000027BB72462D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16100] added dtor for sub_bitmap 0000027BB72464C0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16105] added dtor for sub_bitmap 0000027BB72466B0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16111] added dtor for sub_bitmap 0000027BB72468A0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16115] added dtor for sub_bitmap 0000027BB7246A90, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16120] added dtor for sub_bitmap 0000027BB7246C80, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16126] added dtor for sub_bitmap 0000027BB7247E80, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16130] added dtor for sub_bitmap 0000027BB7248070, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16133] added dtor for sub_bitmap 0000027BB7248260, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16136] added dtor for sub_bitmap 0000027BB7249460, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16139] added dtor for sub_bitmap 0000027BB7249650, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16141] added dtor for sub_bitmap 0000027BB7249840, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16143] added dtor for sub_bitmap 0000027BB7249A30, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16147] added dtor for sub_bitmap 0000027BB724A240, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16150] added dtor for sub_bitmap 0000027BB724A620, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16152] added dtor for sub_bitmap 0000027BB724AA00, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16154] added dtor for sub_bitmap 0000027BB7249C70, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16157] added dtor for sub_bitmap 0000027BB724A430, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16159] added dtor for sub_bitmap 0000027BB7249E60, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16162] added dtor for sub_bitmap 0000027BB724A050, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16164] added dtor for sub_bitmap 0000027BB724A810, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16168] added dtor for sub_bitmap 0000027BB724C1D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16172] added dtor for sub_bitmap 0000027BB724BDF0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16175] added dtor for sub_bitmap 0000027BB724B250, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16179] added dtor for sub_bitmap 0000027BB724C3C0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16182] added dtor for sub_bitmap 0000027BB724B440, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16184] added dtor for sub_bitmap 0000027BB724B060, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16187] added dtor for sub_bitmap 0000027BB724BC00, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16189] added dtor for sub_bitmap 0000027BB724B630, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16193] added dtor for sub_bitmap 0000027BB724B820, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16196] added dtor for sub_bitmap 0000027BB724AE70, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16198] added dtor for sub_bitmap 0000027BB724BFE0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16201] added dtor for sub_bitmap 0000027BB724BA10, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16204] added dtor for sub_bitmap 0000027BB724C990, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16206] added dtor for sub_bitmap 0000027BB724C7A0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16209] added dtor for sub_bitmap 0000027BB724C5B0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16212] added dtor for sub_bitmap 0000027BB724AC80, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16215] added dtor for sub_bitmap 0000027BB724DFF0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16217] added dtor for sub_bitmap 0000027BB724E1E0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16220] added dtor for sub_bitmap 0000027BB724E5C0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16223] added dtor for sub_bitmap 0000027BB724CE80, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16232] added dtor for sub_bitmap 0000027BB724D640, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16235] added dtor for sub_bitmap 0000027BB724E3D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16238] added dtor for sub_bitmap 0000027BB724D070, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16241] added dtor for sub_bitmap 0000027BB724CC90, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16244] added dtor for sub_bitmap 0000027BB724D260, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16247] added dtor for sub_bitmap 0000027BB724D830, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16250] added dtor for sub_bitmap 0000027BB724D450, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16253] added dtor for sub_bitmap 0000027BB724DA20, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16258] added dtor for sub_bitmap 0000027BB724E7B0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16263] added dtor for sub_bitmap 0000027BB724DC10, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16268] added dtor for sub_bitmap 0000027BB724DE00, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16272] added dtor for sub_bitmap 0000027BB724E9A0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16276] added dtor for sub_bitmap 0000027BB72520A0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16281] added dtor for sub_bitmap 0000027BB7252290, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16286] added dtor for sub_bitmap 0000027BB72535F0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16289] added dtor for sub_bitmap 0000027BB72537E0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16297] added dtor for sub_bitmap 0000027BB7252480, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16305] added dtor for sub_bitmap 0000027BB7253020, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16311] added dtor for sub_bitmap 0000027BB7253210, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16318] added dtor for sub_bitmap 0000027BB7252670, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16325] added dtor for sub_bitmap 0000027BB7253400, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16337] added dtor for sub_bitmap 0000027BB7252860, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16344] added dtor for sub_bitmap 0000027BB7252A50, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16351] added dtor for sub_bitmap 0000027BB7252C40, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16356] added dtor for sub_bitmap 0000027BB7251EB0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16359] added dtor for sub_bitmap 0000027BB7252E30, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16363] added dtor for sub_bitmap 0000027BB72539D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16366] added dtor for sub_bitmap 0000027BB7251CC0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16373] added dtor for sub_bitmap 0000027BB72557F0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16377] added dtor for sub_bitmap 0000027BB72559E0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16380] added dtor for sub_bitmap 0000027BB7253CD0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16383] added dtor for sub_bitmap 0000027BB7254680, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16387] added dtor for sub_bitmap 0000027BB7255030, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16390] added dtor for sub_bitmap 0000027BB7254C50, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16394] added dtor for sub_bitmap 0000027BB7253EC0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16404] added dtor for sub_bitmap 0000027BB72540B0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16412] added dtor for sub_bitmap 0000027BB72542A0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16417] added dtor for sub_bitmap 0000027BB7254490, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16420] added dtor for sub_bitmap 0000027BB7254E40, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16424] added dtor for sub_bitmap 0000027BB7255220, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16428] added dtor for sub_bitmap 0000027BB7255410, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16431] added dtor for sub_bitmap 0000027BB7254870, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16435] added dtor for sub_bitmap 0000027BB7255600, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16438] added dtor for sub_bitmap 0000027BB7254A60, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16441] added dtor for sub_bitmap 0000027BB7258830, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16444] added dtor for sub_bitmap 0000027BB7258070, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16447] added dtor for sub_bitmap 0000027BB7257AA0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16450] added dtor for sub_bitmap 0000027BB72578B0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16452] added dtor for sub_bitmap 0000027BB7258A20, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16455] added dtor for sub_bitmap 0000027BB7257C90, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16459] added dtor for sub_bitmap 0000027BB72572E0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16463] added dtor for sub_bitmap 0000027BB7258C10, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16466] added dtor for sub_bitmap 0000027BB7257E80, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16468] added dtor for sub_bitmap 0000027BB72576C0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16471] added dtor for sub_bitmap 0000027BB7258640, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16474] added dtor for sub_bitmap 0000027BB7258450, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16477] added dtor for sub_bitmap 0000027BB72570F0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16479] added dtor for sub_bitmap 0000027BB7258E00, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16482] added dtor for sub_bitmap 0000027BB72574D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16484] added dtor for sub_bitmap 0000027BB7258260, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16488] added dtor for sub_bitmap 0000027BB725AD70, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16491] added dtor for sub_bitmap 0000027BB7259630, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16496] added dtor for sub_bitmap 0000027BB7259A10, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16501] added dtor for sub_bitmap 0000027BB7259C00, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16505] added dtor for sub_bitmap 0000027BB7259DF0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16509] added dtor for sub_bitmap 0000027BB725A7A0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16511] added dtor for sub_bitmap 0000027BB7259440, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16514] added dtor for sub_bitmap 0000027BB725A990, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16516] added dtor for sub_bitmap 0000027BB7259820, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16519] added dtor for sub_bitmap 0000027BB725AF60, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16524] added dtor for sub_bitmap 0000027BB725A5B0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16527] added dtor for sub_bitmap 0000027BB725A3C0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16530] added dtor for sub_bitmap 0000027BB7259FE0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16533] added dtor for sub_bitmap 0000027BB725B150, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16536] added dtor for sub_bitmap 0000027BB725A1D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16543] added dtor for sub_bitmap 0000027BB725AB80, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16557] added dtor for sub_bitmap 0000027BB725D5D0, func 00007FF8D514118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.16564] added dtor for sub_bitmap 0000027BB725D7C0, func 00007FF8D514118B
