stdio    D         file_stdio.c:110  file_stdio_fopen                 [   0.00000] opening E:\Visual Studio Projects\TrabalhoCPC\x64\Debug\allegro5.cfg r
display  D   display_settings.c:214  debug_display_settings           [   0.36190] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:529  _al_score_display_settings       [   0.36196] Score is : 589
display  D   display_settings.c:214  debug_display_settings           [   0.36200] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36207] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36213] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36219] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36225] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36236] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36242] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36249] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36254] color: 32 (rgba 8880), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36261] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36266] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36272] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36277] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36284] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36290] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36295] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36300] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36306] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36311] color: 32 (rgba 8880), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36316] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36332] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36340] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36348] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36353] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36368] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36375] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36380] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36385] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36390] color: 32 (rgba 8880), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36396] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36401] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36406] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36411] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36416] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36421] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36426] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36431] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36437] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36441] color: 32 (rgba 8880), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36447] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36451] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36457] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36461] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36467] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36472] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36477] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36482] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36487] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36492] color: 16 (rgba 5650), depth: 0, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36498] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36503] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36508] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36513] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36518] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36524] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36529] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36535] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36540] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36545] color: 16 (rgba 5650), depth: 24, stencil: 8, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36550] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36555] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36560] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36565] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36570] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36575] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36581] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36587] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36593] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36598] color: 16 (rgba 5650), depth: 24, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36603] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36608] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36613] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36619] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 0/0
display  D   display_settings.c:400  _al_score_display_settings       [   0.36625] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36630] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 2/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36636] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36642] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 3/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36647] Single Buffer requirement not met.
display  D   display_settings.c:214  debug_display_settings           [   0.36652] color: 16 (rgba 5650), depth: 16, stencil: 0, acc: 0000, samples: 4/1
display  D   display_settings.c:400  _al_score_display_settings       [   0.36657] Single Buffer requirement not met.
d3d      D         d3d_disp.cpp:1677 d3d_create_display_internals     [   0.36667] Trying format 0.
d3d      I         d3d_disp.cpp:1353 d3d_display_thread_proc          [   0.36982] Chose a display format: 23
d3d      I         d3d_disp.cpp:1422 d3d_display_thread_proc          [   0.36989] Normal window.
d3d      I         d3d_disp.cpp:786  d3d_create_device                [   0.39786] Using no depth stencil buffer
d3d      D         d3d_disp.cpp:848  d3d_create_device                [   0.42308] BeginScene succeeded in create_device
d3d      D         d3d_disp.cpp:856  d3d_create_device                [   0.42320] Success
d3d      D         d3d_disp.cpp:1703 d3d_create_display_internals     [   0.42330] Resumed after wait.
d3d      I         d3d_disp.cpp:1736 d3d_create_display_internals     [   0.42342] Format 0 succeeded.
d3d      D         d3d_disp.cpp:1767 d3d_create_display_internals     [   0.42349] Returning d3d_display: 000002665E9818D0
d3d      D         d3d_disp.cpp:1792 d3d_create_display_locked        [   0.42357] al_display=000002665E9818D0
d3d      D         d3d_disp.cpp:1793 d3d_create_display_locked        [   0.42363] al_display->vt=000002665E96AF30
system   D            wsystem.c:834  maybe_parent_dir                 [   0.42404] Also searching E:\Visual Studio Projects\TrabalhoCPC\x64\
system   D            wsystem.c:889  _al_win_safe_load_library        [   0.42434] PathFindOnPath found: C:\WINDOWS\system32\d3dx9_43.dll
system   D            wsystem.c:795  load_library_at_path             [   0.42441] Calling LoadLibrary C:\WINDOWS\system32\d3dx9_43.dll
system   I            wsystem.c:798  load_library_at_path             [   0.42588] Loaded C:\WINDOWS\system32\d3dx9_43.dll
d3dx9    I        d3d_d3dx9.cpp:88   _imp_load_d3dx9_module_version   [   0.42602] Module "d3dx9_43.dll" loaded.
dtor     D               dtor.c:196  _al_register_destructor          [   0.42738] added dtor for bitmap 0000026663599660, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.42804] added dtor for bitmap 00000266635B3380, func 00007FFB5A82118B
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43123] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43143] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43150] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43160] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43170] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43178] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43185] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43193] Fake format
d3d      D         d3d_disp.cpp:1197 real_choose_bitmap_format        [   0.43201] Fake format
d3d      D         d3d_disp.cpp:1205 real_choose_bitmap_format        [   0.43208] Alpha doesn't match
d3d      D         d3d_disp.cpp:1212 real_choose_bitmap_format        [   0.43213] Adapter format is 23
d3d      D         d3d_disp.cpp:1215 real_choose_bitmap_format        [   0.43225] Found a format
d3d      I         d3d_disp.cpp:2388 d3d_create_bitmap                [   0.43240] Chose bitmap format 9
dtor     D               dtor.c:196  _al_register_destructor          [   0.43290] added dtor for bitmap 00000266635CD3E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43350] added dtor for sub_bitmap 000002666362A760, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43360] added dtor for sub_bitmap 000002666362A950, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43368] added dtor for sub_bitmap 000002666362BB50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43374] added dtor for sub_bitmap 000002666362BD40, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43395] added dtor for sub_bitmap 000002666362BF30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43400] added dtor for sub_bitmap 000002666362C120, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43405] added dtor for sub_bitmap 000002666362C310, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43412] added dtor for sub_bitmap 000002666362C500, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43418] added dtor for sub_bitmap 000002666362C6F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43426] added dtor for sub_bitmap 000002666362C8E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43433] added dtor for sub_bitmap 000002666362CAD0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43440] added dtor for sub_bitmap 000002666362CCC0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43448] added dtor for sub_bitmap 000002666362CEB0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43457] added dtor for sub_bitmap 000002666362DC90, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43464] added dtor for sub_bitmap 000002666362DE80, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43474] added dtor for sub_bitmap 000002666362D8B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43481] added dtor for sub_bitmap 000002666362D0F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43489] added dtor for sub_bitmap 000002666362D4D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43496] added dtor for sub_bitmap 000002666362D6C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43503] added dtor for sub_bitmap 000002666362DAA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43510] added dtor for sub_bitmap 000002666362D2E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43519] added dtor for sub_bitmap 000002666362FC20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43529] added dtor for sub_bitmap 000002666362E6D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43537] added dtor for sub_bitmap 000002666362FE10, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43549] added dtor for sub_bitmap 000002666362E8C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43564] added dtor for sub_bitmap 000002666362EAB0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43571] added dtor for sub_bitmap 000002666362E100, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43581] added dtor for sub_bitmap 000002666362F460, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43589] added dtor for sub_bitmap 000002666362F650, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43596] added dtor for sub_bitmap 000002666362F080, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43602] added dtor for sub_bitmap 000002666362EE90, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43609] added dtor for sub_bitmap 000002666362E2F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43617] added dtor for sub_bitmap 000002666362E4E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43623] added dtor for sub_bitmap 000002666362ECA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43630] added dtor for sub_bitmap 000002666362F270, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43638] added dtor for sub_bitmap 000002666362F840, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43645] added dtor for sub_bitmap 000002666362FA30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43655] added dtor for sub_bitmap 0000026663631710, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43662] added dtor for sub_bitmap 0000026663631900, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43670] added dtor for sub_bitmap 00000266636322B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43677] added dtor for sub_bitmap 0000026663632E50, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43684] added dtor for sub_bitmap 0000026663633230, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43691] added dtor for sub_bitmap 0000026663632A70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43704] added dtor for sub_bitmap 0000026663633040, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43714] added dtor for sub_bitmap 0000026663632C60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43721] added dtor for sub_bitmap 0000026663631AF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43728] added dtor for sub_bitmap 00000266636324A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43736] added dtor for sub_bitmap 0000026663631520, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43742] added dtor for sub_bitmap 0000026663631CE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43749] added dtor for sub_bitmap 0000026663631ED0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43757] added dtor for sub_bitmap 00000266636320C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43764] added dtor for sub_bitmap 0000026663632690, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43771] added dtor for sub_bitmap 0000026663632880, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43780] added dtor for sub_bitmap 0000026663635540, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43790] added dtor for sub_bitmap 00000266636366B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43801] added dtor for sub_bitmap 0000026663635B10, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43807] added dtor for sub_bitmap 00000266636360E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43834] added dtor for sub_bitmap 0000026663635D00, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43840] added dtor for sub_bitmap 0000026663637250, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43852] added dtor for sub_bitmap 00000266636368A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43859] added dtor for sub_bitmap 0000026663635EF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43867] added dtor for sub_bitmap 0000026663637060, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43875] added dtor for sub_bitmap 0000026663636C80, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43886] added dtor for sub_bitmap 0000026663635730, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43895] added dtor for sub_bitmap 0000026663636E70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43902] added dtor for sub_bitmap 00000266636362D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43909] added dtor for sub_bitmap 00000266636364C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43917] added dtor for sub_bitmap 0000026663636A90, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43924] added dtor for sub_bitmap 0000026663635920, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43932] added dtor for sub_bitmap 00000266636380F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43939] added dtor for sub_bitmap 0000026663637D10, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43946] added dtor for sub_bitmap 00000266636382E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43954] added dtor for sub_bitmap 00000266636386C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43961] added dtor for sub_bitmap 0000026663638C90, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43967] added dtor for sub_bitmap 0000026663639070, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43975] added dtor for sub_bitmap 00000266636388B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43982] added dtor for sub_bitmap 0000026663639260, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43988] added dtor for sub_bitmap 0000026663637F00, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.43996] added dtor for sub_bitmap 0000026663638AA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44005] added dtor for sub_bitmap 0000026663637930, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44011] added dtor for sub_bitmap 0000026663638E80, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44019] added dtor for sub_bitmap 0000026663637550, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44024] added dtor for sub_bitmap 0000026663637B20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44032] added dtor for sub_bitmap 0000026663637740, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44039] added dtor for sub_bitmap 00000266636384D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44048] added dtor for sub_bitmap 000002666363BCB0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44055] added dtor for sub_bitmap 000002666363B110, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44063] added dtor for sub_bitmap 000002666363B8D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44070] added dtor for sub_bitmap 000002666363BAC0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44077] added dtor for sub_bitmap 000002666363BEA0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44084] added dtor for sub_bitmap 000002666363B300, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44093] added dtor for sub_bitmap 000002666363AB40, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44101] added dtor for sub_bitmap 000002666363AD30, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44109] added dtor for sub_bitmap 000002666363AF20, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44116] added dtor for sub_bitmap 000002666363B4F0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44122] added dtor for sub_bitmap 000002666363B6E0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44131] added dtor for sub_bitmap 000002666363A570, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44138] added dtor for sub_bitmap 000002666363C090, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44146] added dtor for sub_bitmap 000002666363C280, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44153] added dtor for sub_bitmap 000002666363A760, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44161] added dtor for sub_bitmap 000002666363A950, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44172] added dtor for sub_bitmap 000002666363DE60, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44178] added dtor for sub_bitmap 000002666363DA80, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44185] added dtor for sub_bitmap 000002666363EBF0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44193] added dtor for sub_bitmap 000002666363EDE0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44200] added dtor for sub_bitmap 000002666363E810, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44210] added dtor for sub_bitmap 000002666363DC70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44217] added dtor for sub_bitmap 000002666363E050, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44224] added dtor for sub_bitmap 000002666363D0D0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44230] added dtor for sub_bitmap 000002666363EA00, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44237] added dtor for sub_bitmap 000002666363E240, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44244] added dtor for sub_bitmap 000002666363D2C0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44252] added dtor for sub_bitmap 000002666363D4B0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44261] added dtor for sub_bitmap 000002666363E620, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44274] added dtor for sub_bitmap 000002666363D6A0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44281] added dtor for sub_bitmap 000002666363E430, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44288] added dtor for sub_bitmap 000002666363D890, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44297] added dtor for sub_bitmap 0000026663640ED0, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44304] added dtor for sub_bitmap 0000026663641A70, func 00007FFB5A82118B
dtor     D               dtor.c:196  _al_register_destructor          [   0.44311] added dtor for sub_bitmap 0000026663641C60, func 00007FFB5A82118B
